[INFO 1635535932.629880500] [kalman_filter_node]: listened simulated state: {position: {x: 1.084141, y: 1.054022, psi: 1.000000}, velocity: {u: 0.999811, v: -0.000129, r: 0.000005}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.817409300] [kalman_filter_node]: listened simulated state: {position: {x: 2.433074, y: 1.918962, psi: 0.999930}, velocity: {u: 1.002872, v: -0.002414, r: 0.000082}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.818238100] [kalman_filter_node]: published estimated state: {position: {x: 2.433074, y: 1.918962, psi: 0.999930}, velocity: {u: 1.002872, v: -0.002414, r: 0.000082}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.826658900] [kalman_filter_node]: listened simulated state: {position: {x: 2.517877, y: 1.973236, psi: 0.999922}, velocity: {u: 1.003272, v: -0.002593, r: 0.000087}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.827615000] [kalman_filter_node]: published estimated state: {position: {x: 2.517877, y: 1.973236, psi: 0.999922}, velocity: {u: 1.003272, v: -0.002593, r: 0.000087}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.836270000] [kalman_filter_node]: listened simulated state: {position: {x: 2.602748, y: 2.027534, psi: 0.999913}, velocity: {u: 1.003621, v: -0.002781, r: 0.000091}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.837212300] [kalman_filter_node]: published estimated state: {position: {x: 2.602748, y: 2.027534, psi: 0.999913}, velocity: {u: 1.003621, v: -0.002781, r: 0.000091}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.846993300] [kalman_filter_node]: listened simulated state: {position: {x: 2.687682, y: 2.081849, psi: 0.999903}, velocity: {u: 1.003900, v: -0.002979, r: 0.000096}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.847823900] [kalman_filter_node]: published estimated state: {position: {x: 2.687682, y: 2.081849, psi: 0.999903}, velocity: {u: 1.003900, v: -0.002979, r: 0.000096}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.857052300] [kalman_filter_node]: listened simulated state: {position: {x: 2.772670, y: 2.136175, psi: 0.999893}, velocity: {u: 1.004098, v: -0.003188, r: 0.000100}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.857766600] [kalman_filter_node]: published estimated state: {position: {x: 2.772670, y: 2.136175, psi: 0.999893}, velocity: {u: 1.004098, v: -0.003188, r: 0.000100}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.866243100] [kalman_filter_node]: listened simulated state: {position: {x: 2.857701, y: 2.190503, psi: 0.999883}, velocity: {u: 1.004212, v: -0.003408, r: 0.000105}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.867043600] [kalman_filter_node]: published estimated state: {position: {x: 2.857701, y: 2.190503, psi: 0.999883}, velocity: {u: 1.004212, v: -0.003408, r: 0.000105}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.875165100] [kalman_filter_node]: listened simulated state: {position: {x: 2.942766, y: 2.244823, psi: 0.999873}, velocity: {u: 1.004243, v: -0.003641, r: 0.000109}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.876154200] [kalman_filter_node]: published estimated state: {position: {x: 2.942766, y: 2.244823, psi: 0.999873}, velocity: {u: 1.004243, v: -0.003641, r: 0.000109}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.884346000] [kalman_filter_node]: listened simulated state: {position: {x: 3.027856, y: 2.299126, psi: 0.999861}, velocity: {u: 1.004192, v: -0.003888, r: 0.000114}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.885158700] [kalman_filter_node]: published estimated state: {position: {x: 3.027856, y: 2.299126, psi: 0.999861}, velocity: {u: 1.004192, v: -0.003888, r: 0.000114}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.893806700] [kalman_filter_node]: listened simulated state: {position: {x: 3.112962, y: 2.353405, psi: 0.999850}, velocity: {u: 1.004062, v: -0.004149, r: 0.000118}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.894909900] [kalman_filter_node]: published estimated state: {position: {x: 3.112962, y: 2.353405, psi: 0.999850}, velocity: {u: 1.004062, v: -0.004149, r: 0.000118}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.903418400] [kalman_filter_node]: listened simulated state: {position: {x: 3.198073, y: 2.407649, psi: 0.999838}, velocity: {u: 1.003853, v: -0.004425, r: 0.000122}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.904333600] [kalman_filter_node]: published estimated state: {position: {x: 3.198073, y: 2.407649, psi: 0.999838}, velocity: {u: 1.003853, v: -0.004425, r: 0.000122}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.913668000] [kalman_filter_node]: listened simulated state: {position: {x: 3.283183, y: 2.461851, psi: 0.999825}, velocity: {u: 1.003568, v: -0.004717, r: 0.000126}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.914595100] [kalman_filter_node]: published estimated state: {position: {x: 3.283183, y: 2.461851, psi: 0.999825}, velocity: {u: 1.003568, v: -0.004717, r: 0.000126}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.923989400] [kalman_filter_node]: listened simulated state: {position: {x: 3.368281, y: 2.516001, psi: 0.999813}, velocity: {u: 1.003207, v: -0.005026, r: 0.000130}, time: 2.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.924701200] [kalman_filter_node]: published estimated state: {position: {x: 3.368281, y: 2.516001, psi: 0.999813}, velocity: {u: 1.003207, v: -0.005026, r: 0.000130}, time: 2.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.933528500] [kalman_filter_node]: listened simulated state: {position: {x: 3.453361, y: 2.570091, psi: 0.999799}, velocity: {u: 1.002773, v: -0.005353, r: 0.000134}, time: 2.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.934443200] [kalman_filter_node]: published estimated state: {position: {x: 3.453361, y: 2.570091, psi: 0.999799}, velocity: {u: 1.002773, v: -0.005353, r: 0.000134}, time: 2.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.943917200] [kalman_filter_node]: listened simulated state: {position: {x: 3.538414, y: 2.624113, psi: 0.999786}, velocity: {u: 1.002267, v: -0.005697, r: 0.000138}, time: 3.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.944714500] [kalman_filter_node]: published estimated state: {position: {x: 3.538414, y: 2.624113, psi: 0.999786}, velocity: {u: 1.002267, v: -0.005697, r: 0.000138}, time: 3.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.954210300] [kalman_filter_node]: listened simulated state: {position: {x: 3.623433, y: 2.678056, psi: 0.999772}, velocity: {u: 1.001691, v: -0.006060, r: 0.000142}, time: 3.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.955173200] [kalman_filter_node]: published estimated state: {position: {x: 3.623433, y: 2.678056, psi: 0.999772}, velocity: {u: 1.001691, v: -0.006060, r: 0.000142}, time: 3.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.965325100] [kalman_filter_node]: listened simulated state: {position: {x: 3.708410, y: 2.731915, psi: 0.999758}, velocity: {u: 1.001049, v: -0.006443, r: 0.000145}, time: 3.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.966086600] [kalman_filter_node]: published estimated state: {position: {x: 3.708410, y: 2.731915, psi: 0.999758}, velocity: {u: 1.001049, v: -0.006443, r: 0.000145}, time: 3.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.974769700] [kalman_filter_node]: listened simulated state: {position: {x: 3.793339, y: 2.785679, psi: 0.999743}, velocity: {u: 1.000342, v: -0.006845, r: 0.000149}, time: 3.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.976006000] [kalman_filter_node]: published estimated state: {position: {x: 3.793339, y: 2.785679, psi: 0.999743}, velocity: {u: 1.000342, v: -0.006845, r: 0.000149}, time: 3.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.984905100] [kalman_filter_node]: listened simulated state: {position: {x: 3.878212, y: 2.839342, psi: 0.999728}, velocity: {u: 0.999575, v: -0.007268, r: 0.000152}, time: 3.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.985887400] [kalman_filter_node]: published estimated state: {position: {x: 3.878212, y: 2.839342, psi: 0.999728}, velocity: {u: 0.999575, v: -0.007268, r: 0.000152}, time: 3.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.994967900] [kalman_filter_node]: listened simulated state: {position: {x: 3.963026, y: 2.892895, psi: 0.999712}, velocity: {u: 0.998750, v: -0.007712, r: 0.000156}, time: 3.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535932.995748700] [kalman_filter_node]: published estimated state: {position: {x: 3.963026, y: 2.892895, psi: 0.999712}, velocity: {u: 0.998750, v: -0.007712, r: 0.000156}, time: 3.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.003921000] [kalman_filter_node]: listened simulated state: {position: {x: 4.047773, y: 2.946332, psi: 0.999697}, velocity: {u: 0.997873, v: -0.008177, r: 0.000159}, time: 3.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.004821300] [kalman_filter_node]: published estimated state: {position: {x: 4.047773, y: 2.946332, psi: 0.999697}, velocity: {u: 0.997873, v: -0.008177, r: 0.000159}, time: 3.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.013287600] [kalman_filter_node]: listened simulated state: {position: {x: 4.132450, y: 2.999645, psi: 0.999681}, velocity: {u: 0.996946, v: -0.008663, r: 0.000162}, time: 3.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.014337600] [kalman_filter_node]: published estimated state: {position: {x: 4.132450, y: 2.999645, psi: 0.999681}, velocity: {u: 0.996946, v: -0.008663, r: 0.000162}, time: 3.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.023041200] [kalman_filter_node]: listened simulated state: {position: {x: 4.217051, y: 3.052826, psi: 0.999664}, velocity: {u: 0.995973, v: -0.009172, r: 0.000165}, time: 3.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.023966700] [kalman_filter_node]: published estimated state: {position: {x: 4.217051, y: 3.052826, psi: 0.999664}, velocity: {u: 0.995973, v: -0.009172, r: 0.000165}, time: 3.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.032783500] [kalman_filter_node]: listened simulated state: {position: {x: 4.301573, y: 3.105871, psi: 0.999647}, velocity: {u: 0.994958, v: -0.009704, r: 0.000168}, time: 3.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.033519000] [kalman_filter_node]: published estimated state: {position: {x: 4.301573, y: 3.105871, psi: 0.999647}, velocity: {u: 0.994958, v: -0.009704, r: 0.000168}, time: 3.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.041450800] [kalman_filter_node]: listened simulated state: {position: {x: 4.386013, y: 3.158772, psi: 0.999631}, velocity: {u: 0.993904, v: -0.010258, r: 0.000171}, time: 4.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.042250300] [kalman_filter_node]: published estimated state: {position: {x: 4.386013, y: 3.158772, psi: 0.999631}, velocity: {u: 0.993904, v: -0.010258, r: 0.000171}, time: 4.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.051084300] [kalman_filter_node]: listened simulated state: {position: {x: 4.470366, y: 3.211523, psi: 0.999613}, velocity: {u: 0.992815, v: -0.010836, r: 0.000174}, time: 4.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.052059800] [kalman_filter_node]: published estimated state: {position: {x: 4.470366, y: 3.211523, psi: 0.999613}, velocity: {u: 0.992815, v: -0.010836, r: 0.000174}, time: 4.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.060339000] [kalman_filter_node]: listened simulated state: {position: {x: 4.554633, y: 3.264120, psi: 0.999596}, velocity: {u: 0.991696, v: -0.011436, r: 0.000177}, time: 4.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.061400900] [kalman_filter_node]: published estimated state: {position: {x: 4.554633, y: 3.264120, psi: 0.999596}, velocity: {u: 0.991696, v: -0.011436, r: 0.000177}, time: 4.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.070227800] [kalman_filter_node]: listened simulated state: {position: {x: 4.638809, y: 3.316556, psi: 0.999578}, velocity: {u: 0.990551, v: -0.012061, r: 0.000179}, time: 4.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.071059400] [kalman_filter_node]: published estimated state: {position: {x: 4.638809, y: 3.316556, psi: 0.999578}, velocity: {u: 0.990551, v: -0.012061, r: 0.000179}, time: 4.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
[INFO 1635535933.080173900] [kalman_filter_node]: listened simulated state: {position: {x: 4.722894, y: 3.368828, psi: 0.999560}, velocity: {u: 0.989384, v: -0.012709, r: 0.000182}, time: 4.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\kalman_filter.py:65)
