[INFO 1637368408.739548300] [gps_imu_simul_node]: listened state: {position: {x: 0.770838, y: 0.873279, theta: 1.594750}, velocity: {u: 0.999848, v: -0.000114, r: 0.000006}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.857676800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.725648, y: 1.331450, theta: 1.596558}, velocity: {u: 0.999622, v: -0.000636, r: 0.000034}, time: 0.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.869563300] [gps_imu_simul_node]: listened state: {position: {x: 0.717535, y: 1.424761, theta: 1.596956}, velocity: {u: 0.999751, v: -0.000730, r: 0.000039}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.870765000] [gps_imu_simul_node]: published simulated state: {position: {x: 0.717535, y: 1.424761, theta: 1.596956}, velocity: {u: 0.999751, v: -0.000730, r: 0.000039}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.880680000] [gps_imu_simul_node]: listened state: {position: {x: 0.710052, y: 1.518815, theta: 1.597359}, velocity: {u: 0.999949, v: -0.000823, r: 0.000045}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.882440500] [gps_imu_simul_node]: published simulated state: {position: {x: 0.710052, y: 1.518815, theta: 1.597359}, velocity: {u: 0.999949, v: -0.000823, r: 0.000045}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.894457600] [gps_imu_simul_node]: listened state: {position: {x: 0.703208, y: 1.613639, theta: 1.597769}, velocity: {u: 1.000216, v: -0.000916, r: 0.000050}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.895600000] [gps_imu_simul_node]: published simulated state: {position: {x: 0.703208, y: 1.613639, theta: 1.597769}, velocity: {u: 1.000216, v: -0.000916, r: 0.000050}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.905243200] [gps_imu_simul_node]: listened state: {position: {x: 0.697007, y: 1.709257, theta: 1.598182}, velocity: {u: 1.000548, v: -0.001009, r: 0.000055}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.906276800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.697007, y: 1.709257, theta: 1.598182}, velocity: {u: 1.000548, v: -0.001009, r: 0.000055}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.914610900] [gps_imu_simul_node]: listened state: {position: {x: 0.691455, y: 1.805690, theta: 1.598600}, velocity: {u: 1.000942, v: -0.001104, r: 0.000061}, time: 1.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.915483100] [gps_imu_simul_node]: published simulated state: {position: {x: 0.691455, y: 1.805690, theta: 1.598600}, velocity: {u: 1.000942, v: -0.001104, r: 0.000061}, time: 1.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.926438000] [gps_imu_simul_node]: listened state: {position: {x: 0.686553, y: 1.902956, theta: 1.599019}, velocity: {u: 1.001388, v: -0.001201, r: 0.000066}, time: 1.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.927625400] [gps_imu_simul_node]: published simulated state: {position: {x: 0.686553, y: 1.902956, theta: 1.599019}, velocity: {u: 1.001388, v: -0.001201, r: 0.000066}, time: 1.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.937462200] [gps_imu_simul_node]: listened state: {position: {x: 0.682300, y: 2.001068, theta: 1.599440}, velocity: {u: 1.001879, v: -0.001303, r: 0.000071}, time: 1.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.938718700] [gps_imu_simul_node]: published simulated state: {position: {x: 0.682300, y: 2.001068, theta: 1.599440}, velocity: {u: 1.001879, v: -0.001303, r: 0.000071}, time: 1.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.948576600] [gps_imu_simul_node]: listened state: {position: {x: 0.678695, y: 2.100036, theta: 1.599861}, velocity: {u: 1.002401, v: -0.001409, r: 0.000076}, time: 1.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.949597300] [gps_imu_simul_node]: published simulated state: {position: {x: 0.678695, y: 2.100036, theta: 1.599861}, velocity: {u: 1.002401, v: -0.001409, r: 0.000076}, time: 1.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.960031400] [gps_imu_simul_node]: listened state: {position: {x: 0.675733, y: 2.199862, theta: 1.600282}, velocity: {u: 1.002942, v: -0.001520, r: 0.000081}, time: 1.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.961345900] [gps_imu_simul_node]: published simulated state: {position: {x: 0.675733, y: 2.199862, theta: 1.600282}, velocity: {u: 1.002942, v: -0.001520, r: 0.000081}, time: 1.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.971034600] [gps_imu_simul_node]: listened state: {position: {x: 0.673408, y: 2.300547, theta: 1.600701}, velocity: {u: 1.003486, v: -0.001637, r: 0.000086}, time: 1.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.972441000] [gps_imu_simul_node]: published simulated state: {position: {x: 0.673408, y: 2.300547, theta: 1.600701}, velocity: {u: 1.003486, v: -0.001637, r: 0.000086}, time: 1.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.981502800] [gps_imu_simul_node]: listened state: {position: {x: 0.671711, y: 2.402082, theta: 1.601117}, velocity: {u: 1.004017, v: -0.001759, r: 0.000090}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.982398500] [gps_imu_simul_node]: published simulated state: {position: {x: 0.671711, y: 2.402082, theta: 1.601117}, velocity: {u: 1.004017, v: -0.001759, r: 0.000090}, time: 1.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.991919800] [gps_imu_simul_node]: listened state: {position: {x: 0.670633, y: 2.504457, theta: 1.601529}, velocity: {u: 1.004519, v: -0.001889, r: 0.000095}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368408.993001000] [gps_imu_simul_node]: published simulated state: {position: {x: 0.670633, y: 2.504457, theta: 1.601529}, velocity: {u: 1.004519, v: -0.001889, r: 0.000095}, time: 1.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.002372000] [gps_imu_simul_node]: listened state: {position: {x: 0.670161, y: 2.607654, theta: 1.601936}, velocity: {u: 1.004973, v: -0.002025, r: 0.000099}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.003419600] [gps_imu_simul_node]: published simulated state: {position: {x: 0.670161, y: 2.607654, theta: 1.601936}, velocity: {u: 1.004973, v: -0.002025, r: 0.000099}, time: 1.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.012072000] [gps_imu_simul_node]: listened state: {position: {x: 0.670282, y: 2.711648, theta: 1.602337}, velocity: {u: 1.005364, v: -0.002171, r: 0.000103}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.013179400] [gps_imu_simul_node]: published simulated state: {position: {x: 0.670282, y: 2.711648, theta: 1.602337}, velocity: {u: 1.005364, v: -0.002171, r: 0.000103}, time: 2.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.022055800] [gps_imu_simul_node]: listened state: {position: {x: 0.670979, y: 2.816413, theta: 1.602731}, velocity: {u: 1.005679, v: -0.002327, r: 0.000107}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.023053300] [gps_imu_simul_node]: published simulated state: {position: {x: 0.670979, y: 2.816413, theta: 1.602731}, velocity: {u: 1.005679, v: -0.002327, r: 0.000107}, time: 2.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.032353200] [gps_imu_simul_node]: listened state: {position: {x: 0.672236, y: 2.921915, theta: 1.603118}, velocity: {u: 1.005914, v: -0.002493, r: 0.000111}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.033417900] [gps_imu_simul_node]: published simulated state: {position: {x: 0.672236, y: 2.921915, theta: 1.603118}, velocity: {u: 1.005914, v: -0.002493, r: 0.000111}, time: 2.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.043088800] [gps_imu_simul_node]: listened state: {position: {x: 0.674033, y: 3.028119, theta: 1.603496}, velocity: {u: 1.006068, v: -0.002670, r: 0.000114}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.044082500] [gps_imu_simul_node]: published simulated state: {position: {x: 0.674033, y: 3.028119, theta: 1.603496}, velocity: {u: 1.006068, v: -0.002670, r: 0.000114}, time: 2.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.053614700] [gps_imu_simul_node]: listened state: {position: {x: 0.676351, y: 3.134989, theta: 1.603865}, velocity: {u: 1.006141, v: -0.002857, r: 0.000117}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.054598400] [gps_imu_simul_node]: published simulated state: {position: {x: 0.676351, y: 3.134989, theta: 1.603865}, velocity: {u: 1.006141, v: -0.002857, r: 0.000117}, time: 2.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.064570100] [gps_imu_simul_node]: listened state: {position: {x: 0.679166, y: 3.242482, theta: 1.604223}, velocity: {u: 1.006134, v: -0.003055, r: 0.000120}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.065701800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.679166, y: 3.242482, theta: 1.604223}, velocity: {u: 1.006134, v: -0.003055, r: 0.000120}, time: 2.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.075325300] [gps_imu_simul_node]: listened state: {position: {x: 0.682456, y: 3.350559, theta: 1.604569}, velocity: {u: 1.006046, v: -0.003262, r: 0.000123}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.076540800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.682456, y: 3.350559, theta: 1.604569}, velocity: {u: 1.006046, v: -0.003262, r: 0.000123}, time: 2.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.085326300] [gps_imu_simul_node]: listened state: {position: {x: 0.686195, y: 3.459174, theta: 1.604904}, velocity: {u: 1.005878, v: -0.003480, r: 0.000126}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.086270000] [gps_imu_simul_node]: published simulated state: {position: {x: 0.686195, y: 3.459174, theta: 1.604904}, velocity: {u: 1.005878, v: -0.003480, r: 0.000126}, time: 2.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.095115000] [gps_imu_simul_node]: listened state: {position: {x: 0.690358, y: 3.568281, theta: 1.605226}, velocity: {u: 1.005632, v: -0.003706, r: 0.000128}, time: 2.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.096168200] [gps_imu_simul_node]: published simulated state: {position: {x: 0.690358, y: 3.568281, theta: 1.605226}, velocity: {u: 1.005632, v: -0.003706, r: 0.000128}, time: 2.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.105883100] [gps_imu_simul_node]: listened state: {position: {x: 0.694918, y: 3.677835, theta: 1.605534}, velocity: {u: 1.005310, v: -0.003941, r: 0.000130}, time: 2.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.106829700] [gps_imu_simul_node]: published simulated state: {position: {x: 0.694918, y: 3.677835, theta: 1.605534}, velocity: {u: 1.005310, v: -0.003941, r: 0.000130}, time: 2.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.116800300] [gps_imu_simul_node]: listened state: {position: {x: 0.699846, y: 3.787786, theta: 1.605827}, velocity: {u: 1.004912, v: -0.004185, r: 0.000132}, time: 3.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.117938200] [gps_imu_simul_node]: published simulated state: {position: {x: 0.699846, y: 3.787786, theta: 1.605827}, velocity: {u: 1.004912, v: -0.004185, r: 0.000132}, time: 3.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.126498200] [gps_imu_simul_node]: listened state: {position: {x: 0.705116, y: 3.898086, theta: 1.606106}, velocity: {u: 1.004442, v: -0.004437, r: 0.000134}, time: 3.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.127599400] [gps_imu_simul_node]: published simulated state: {position: {x: 0.705116, y: 3.898086, theta: 1.606106}, velocity: {u: 1.004442, v: -0.004437, r: 0.000134}, time: 3.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.137189700] [gps_imu_simul_node]: listened state: {position: {x: 0.710697, y: 4.008685, theta: 1.606368}, velocity: {u: 1.003902, v: -0.004697, r: 0.000135}, time: 3.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.138665300] [gps_imu_simul_node]: published simulated state: {position: {x: 0.710697, y: 4.008685, theta: 1.606368}, velocity: {u: 1.003902, v: -0.004697, r: 0.000135}, time: 3.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.148029600] [gps_imu_simul_node]: listened state: {position: {x: 0.716560, y: 4.119533, theta: 1.606614}, velocity: {u: 1.003295, v: -0.004968, r: 0.000137}, time: 3.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.148874300] [gps_imu_simul_node]: published simulated state: {position: {x: 0.716560, y: 4.119533, theta: 1.606614}, velocity: {u: 1.003295, v: -0.004968, r: 0.000137}, time: 3.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.158483000] [gps_imu_simul_node]: listened state: {position: {x: 0.722677, y: 4.230580, theta: 1.606843}, velocity: {u: 1.002625, v: -0.005250, r: 0.000137}, time: 3.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.159684700] [gps_imu_simul_node]: published simulated state: {position: {x: 0.722677, y: 4.230580, theta: 1.606843}, velocity: {u: 1.002625, v: -0.005250, r: 0.000137}, time: 3.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.168470000] [gps_imu_simul_node]: listened state: {position: {x: 0.729018, y: 4.341776, theta: 1.607054}, velocity: {u: 1.001896, v: -0.005546, r: 0.000138}, time: 3.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.169530400] [gps_imu_simul_node]: published simulated state: {position: {x: 0.729018, y: 4.341776, theta: 1.607054}, velocity: {u: 1.001896, v: -0.005546, r: 0.000138}, time: 3.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.179222800] [gps_imu_simul_node]: listened state: {position: {x: 0.735553, y: 4.453072, theta: 1.607247}, velocity: {u: 1.001111, v: -0.005857, r: 0.000138}, time: 3.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.180306800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.735553, y: 4.453072, theta: 1.607247}, velocity: {u: 1.001111, v: -0.005857, r: 0.000138}, time: 3.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.189614000] [gps_imu_simul_node]: listened state: {position: {x: 0.742256, y: 4.564418, theta: 1.607421}, velocity: {u: 1.000275, v: -0.006187, r: 0.000138}, time: 3.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.190510100] [gps_imu_simul_node]: published simulated state: {position: {x: 0.742256, y: 4.564418, theta: 1.607421}, velocity: {u: 1.000275, v: -0.006187, r: 0.000138}, time: 3.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.199498900] [gps_imu_simul_node]: listened state: {position: {x: 0.749098, y: 4.675769, theta: 1.607575}, velocity: {u: 0.999393, v: -0.006538, r: 0.000138}, time: 3.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.200588800] [gps_imu_simul_node]: published simulated state: {position: {x: 0.749098, y: 4.675769, theta: 1.607575}, velocity: {u: 0.999393, v: -0.006538, r: 0.000138}, time: 3.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.210011400] [gps_imu_simul_node]: listened state: {position: {x: 0.756053, y: 4.787076, theta: 1.607710}, velocity: {u: 0.998468, v: -0.006910, r: 0.000137}, time: 3.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.211198100] [gps_imu_simul_node]: published simulated state: {position: {x: 0.756053, y: 4.787076, theta: 1.607710}, velocity: {u: 0.998468, v: -0.006910, r: 0.000137}, time: 3.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.219781300] [gps_imu_simul_node]: listened state: {position: {x: 0.763093, y: 4.898296, theta: 1.607824}, velocity: {u: 0.997507, v: -0.007308, r: 0.000136}, time: 4.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.220712200] [gps_imu_simul_node]: published simulated state: {position: {x: 0.763093, y: 4.898296, theta: 1.607824}, velocity: {u: 0.997507, v: -0.007308, r: 0.000136}, time: 4.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.229230100] [gps_imu_simul_node]: listened state: {position: {x: 0.770196, y: 5.009385, theta: 1.607918}, velocity: {u: 0.996514, v: -0.007733, r: 0.000134}, time: 4.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.230424500] [gps_imu_simul_node]: published simulated state: {position: {x: 0.770196, y: 5.009385, theta: 1.607918}, velocity: {u: 0.996514, v: -0.007733, r: 0.000134}, time: 4.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.240838200] [gps_imu_simul_node]: listened state: {position: {x: 0.777336, y: 5.120301, theta: 1.607991}, velocity: {u: 0.995495, v: -0.008187, r: 0.000132}, time: 4.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.242004500] [gps_imu_simul_node]: published simulated state: {position: {x: 0.777336, y: 5.120301, theta: 1.607991}, velocity: {u: 0.995495, v: -0.008187, r: 0.000132}, time: 4.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
[INFO 1637368409.250895500] [gps_imu_simul_node]: listened state: {position: {x: 0.784491, y: 5.231004, theta: 1.608042}, velocity: {u: 0.994451, v: -0.008672, r: 0.000130}, time: 4.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\gps_imu_simul.py:153)
